py/bc.c,py/vm.c
tests/extmod/zlib_decompress.py,tests/extmod/zlibd_decompress.py,tests/extmod/uzlib_decompress.py,tests/extmod/zlib_decompress.py
stmhal/math.c,lib/libm/math.c
stmhal/mathsincos.c,lib/libm/mathsincos.c
stmhal/cc3k/cc3000_common.h,drivers/cc3000/inc/cc3000_common.h
stmhal/cc3k/ccspi.h,drivers/cc3000/inc/ccspi.h
stmhal/cc3k/evnt_handler.h,drivers/cc3000/inc/evnt_handler.h
stmhal/cc3k/hci.h,drivers/cc3000/inc/hci.h
stmhal/cc3k/host_driver_version.h,drivers/cc3000/inc/host_driver_version.h
stmhal/cc3k/netapp.h,drivers/cc3000/inc/netapp.h
stmhal/cc3k/nvmem.h,drivers/cc3000/inc/nvmem.h
stmhal/cc3k/security.h,drivers/cc3000/inc/security.h
stmhal/cc3k/socket.h,drivers/cc3000/inc/socket.h
stmhal/cc3k/wlan.h,drivers/cc3000/inc/wlan.h
stmhal/cc3k/cc3000_common.c,drivers/cc3000/src/cc3000_common.c
stmhal/cc3k/evnt_handler.c,drivers/cc3000/src/evnt_handler.c
stmhal/cc3k/hci.c,drivers/cc3000/src/hci.c
stmhal/cc3k/netapp.c,drivers/cc3000/src/netapp.c
stmhal/cc3k/nvmem.c,drivers/cc3000/src/nvmem.c
stmhal/cc3k/security.c,drivers/cc3000/src/security.c
stmhal/cc3k/socket.c,drivers/cc3000/src/socket.c
stmhal/cc3k/wlan.c,drivers/cc3000/src/wlan.c
tests/micropython/native.py,tests/micropython/native_misc.py
tests/micropython/native.py.exp,tests/micropython/native_misc.py.exp
tests/micropython/viper.py,tests/micropython/viper_misc.py
tests/micropython/viper.py.exp,tests/micropython/viper_misc.py.exp
examples/unix/sock-client.py,examples/unix/http-client.py,examples/unix/http_client.py,examples/network/http_client.py
examples/unix/sock-server.py,examples/unix/http-server.py,examples/unix/http_server.py,examples/network/http_server.py
stmhal/modselect.c,stmhal/moduselect.c,extmod/moduselect.c,extmod/modselect.c
extmod/re1.5/regexp.h,extmod/re1.5/re1.5.h,lib/re1.5/re1.5.h
docs/tutorial/imgs/fading_leds_breadboard_fritzing.png,docs/tutorial/img/fading_leds_breadboard_fritzing.png,docs/pyboard/tutorial/img/fading_leds_breadboard_fritzing.png
stmhal/modwiznet5k.c,stmhal/modnwwiznet5k.c,ports/stm32/modnwwiznet5k.c
py/builtin.c,py/modbuiltins.c
lib/fatfs/ffconf.h,lib/fatfs/ffconf_template.h,lib/fatfs/ffconf.h
stmhal/readline.c,lib/mp-readline/readline.c,shared/readline/readline.c
stmhal/readline.h,lib/mp-readline/readline.h,shared/readline/readline.h
cc3200/misc/gpio_named_pins.c,cc3200/misc/pin_named_pins.c
cc3200/mods/pybgpio.c,cc3200/mods/pybpin.c,ports/cc3200/mods/pybpin.c
cc3200/mods/pybgpio.h,cc3200/mods/pybpin.h,ports/cc3200/mods/pybpin.h
stmhal/usbdev/class/cdc_msc_hid/inc/usbd_cdc_msc_hid.h,stmhal/usbdev/class/inc/usbd_cdc_msc_hid.h,ports/stm32/usbdev/class/inc/usbd_cdc_msc_hid.h
stmhal/usbdev/class/cdc_msc/inc/usbd_msc_bot.h,stmhal/usbdev/class/inc/usbd_msc_bot.h,ports/stm32/usbdev/class/inc/usbd_msc_bot.h
stmhal/usbdev/class/cdc_msc/inc/usbd_msc_data.h,stmhal/usbdev/class/inc/usbd_msc_data.h,ports/stm32/usbdev/class/inc/usbd_msc_data.h
stmhal/usbdev/class/cdc_msc/inc/usbd_msc_scsi.h,stmhal/usbdev/class/inc/usbd_msc_scsi.h,ports/stm32/usbdev/class/inc/usbd_msc_scsi.h
stmhal/usbdev/class/cdc_msc_hid/src/usbd_cdc_msc_hid.c,stmhal/usbdev/class/src/usbd_cdc_msc_hid.c,ports/stm32/usbdev/class/src/usbd_cdc_msc_hid.c
stmhal/usbdev/class/cdc_msc/src/usbd_msc.c,stmhal/usbdev/class/src/usbd_msc.c,ports/stm32/usbdev/class/src/usbd_msc.c
stmhal/usbdev/class/cdc_msc_hid/src/usbd_msc_bot.c,stmhal/usbdev/class/src/usbd_msc_bot.c,ports/stm32/usbdev/class/src/usbd_msc_bot.c
stmhal/usbdev/class/cdc_msc/src/usbd_msc_data.c,stmhal/usbdev/class/src/usbd_msc_data.c,ports/stm32/usbdev/class/src/usbd_msc_data.c
stmhal/usbdev/class/cdc_msc_hid/src/usbd_msc_scsi.c,stmhal/usbdev/class/src/usbd_msc_scsi.c,ports/stm32/usbdev/class/src/usbd_msc_scsi.c
stmhal/usbd_desc_cdc_msc.c,stmhal/usbd_desc.c,ports/stm32/usbd_desc.c
cc3200/simplelink/include/device.h,drivers/cc3100/inc/device.h
cc3200/simplelink/source/driver.h,drivers/cc3100/inc/driver.h
cc3200/simplelink/source/flowcont.h,drivers/cc3100/inc/flowcont.h
cc3200/simplelink/include/fs.h,drivers/cc3100/inc/fs.h
cc3200/simplelink/include/netapp.h,drivers/cc3100/inc/netapp.h
cc3200/simplelink/include/netcfg.h,drivers/cc3100/inc/netcfg.h
cc3200/simplelink/source/nonos.h,drivers/cc3100/inc/nonos.h
cc3200/simplelink/source/objInclusion.h,drivers/cc3100/inc/objInclusion.h
cc3200/simplelink/source/protocol.h,drivers/cc3100/inc/protocol.h
cc3200/simplelink/include/simplelink.h,drivers/cc3100/inc/simplelink.h
cc3200/simplelink/include/socket.h,drivers/cc3100/inc/socket.h
cc3200/simplelink/source/spawn.h,drivers/cc3100/inc/spawn.h
cc3200/simplelink/include/trace.h,drivers/cc3100/inc/trace.h
cc3200/simplelink/include/wlan.h,drivers/cc3100/inc/wlan.h
cc3200/simplelink/include/wlan_rx_filters.h,drivers/cc3100/inc/wlan_rx_filters.h
cc3200/simplelink/source/device.c,drivers/cc3100/src/device.c
cc3200/simplelink/source/driver.c,drivers/cc3100/src/driver.c
cc3200/simplelink/source/flowcont.c,drivers/cc3100/src/flowcont.c
cc3200/simplelink/source/fs.c,drivers/cc3100/src/fs.c
cc3200/simplelink/source/netapp.c,drivers/cc3100/src/netapp.c
cc3200/simplelink/source/netcfg.c,drivers/cc3100/src/netcfg.c
cc3200/simplelink/source/nonos.c,drivers/cc3100/src/nonos.c
cc3200/simplelink/source/socket.c,drivers/cc3100/src/socket.c
cc3200/simplelink/source/spawn.c,drivers/cc3100/src/spawn.c
cc3200/simplelink/source/wlan.c,drivers/cc3100/src/wlan.c
cc3200/mods/pybsystick.c,cc3200/misc/mpsystick.c
cc3200/mods/pybsystick.h,cc3200/misc/mpsystick.h
cc3200/boards/WIPY_SD/mpconfigboard.h,cc3200/boards/WIPY-SD/mpconfigboard.h
cc3200/boards/WIPY_SD/pins.csv,cc3200/boards/WIPY-SD/pins.csv
tests/basics/property.py,tests/basics/builtin_property.py
stmhal/string0.c,lib/libc/string0.c,shared/libc/string0.c
py/pfenv.c,py/mpprint.c
py/pfenv.h,py/mpprint.h
stmhal/stm32f405.ld,stmhal/boards/stm32f405.ld,ports/stm32/boards/stm32f405.ld
cc3200/mods/modutime.h,lib/timeutils/timeutils.h,shared/timeutils/timeutils.h
cc3200/util/hash.c,cc3200/util/cryptohash.c,ports/cc3200/util/cryptohash.c
cc3200/util/hash.h,cc3200/util/cryptohash.h,ports/cc3200/util/cryptohash.h
docs/general.rst,docs/pyboard/general.rst
docs/hardware/index.rst,docs/pyboard/hardware/index.rst
docs/quickref.rst,docs/pyboard/quickref.rst
docs/tutorial/accel.rst,docs/pyboard/tutorial/accel.rst
docs/tutorial/amp_skin.rst,docs/pyboard/tutorial/amp_skin.rst
docs/tutorial/assembler.rst,docs/pyboard/tutorial/assembler.rst
docs/tutorial/debounce.rst,docs/pyboard/tutorial/debounce.rst
docs/tutorial/fading_led.rst,docs/pyboard/tutorial/fading_led.rst
docs/tutorial/img/pyboard_servo.jpg,docs/pyboard/tutorial/img/pyboard_servo.jpg
docs/tutorial/img/pyboard_usb_micro.jpg,docs/pyboard/tutorial/img/pyboard_usb_micro.jpg
docs/tutorial/img/skin_amp_1.jpg,docs/pyboard/tutorial/img/skin_amp_1.jpg
docs/tutorial/img/skin_amp_2.jpg,docs/pyboard/tutorial/img/skin_amp_2.jpg
docs/tutorial/img/skin_lcd_1.jpg,docs/pyboard/tutorial/img/skin_lcd_1.jpg
docs/tutorial/img/skin_lcd_2.jpg,docs/pyboard/tutorial/img/skin_lcd_2.jpg
docs/tutorial/index.rst,docs/pyboard/tutorial/index.rst
docs/tutorial/intro.rst,docs/pyboard/tutorial/intro.rst
docs/tutorial/lcd_skin.rst,docs/pyboard/tutorial/lcd_skin.rst
docs/tutorial/leds.rst,docs/pyboard/tutorial/leds.rst
docs/tutorial/pass_through.rst,docs/pyboard/tutorial/pass_through.rst
docs/tutorial/power_ctrl.rst,docs/pyboard/tutorial/power_ctrl.rst
docs/tutorial/repl.rst,docs/pyboard/tutorial/repl.rst
docs/tutorial/reset.rst,docs/pyboard/tutorial/reset.rst
docs/tutorial/script.rst,docs/pyboard/tutorial/script.rst
docs/tutorial/servo.rst,docs/pyboard/tutorial/servo.rst
docs/tutorial/switch.rst,docs/pyboard/tutorial/switch.rst
docs/tutorial/timer.rst,docs/pyboard/tutorial/timer.rst
docs/tutorial/usb_mouse.rst,docs/pyboard/tutorial/usb_mouse.rst
stmhal/hal/inc/stm32f4xx_hal.h,stmhal/hal/f4/inc/stm32f4xx_hal.h
stmhal/hal/inc/stm32f4xx_hal_adc.h,stmhal/hal/f4/inc/stm32f4xx_hal_adc.h
stmhal/hal/inc/stm32f4xx_hal_adc_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_adc_ex.h
stmhal/hal/inc/stm32f4xx_hal_can.h,stmhal/hal/f4/inc/stm32f4xx_hal_can.h
stmhal/hal/inc/stm32f4xx_hal_cortex.h,stmhal/hal/f4/inc/stm32f4xx_hal_cortex.h
stmhal/hal/inc/stm32f4xx_hal_dac.h,stmhal/hal/f4/inc/stm32f4xx_hal_dac.h
stmhal/hal/inc/stm32f4xx_hal_dac_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_dac_ex.h
stmhal/hal/inc/stm32f4xx_hal_def.h,stmhal/hal/f4/inc/stm32f4xx_hal_def.h
stmhal/hal/inc/stm32f4xx_hal_dma.h,stmhal/hal/f4/inc/stm32f4xx_hal_dma.h
stmhal/hal/inc/stm32f4xx_hal_dma_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_dma_ex.h
stmhal/hal/inc/stm32f4xx_hal_flash.h,stmhal/hal/f4/inc/stm32f4xx_hal_flash.h
stmhal/hal/inc/stm32f4xx_hal_flash_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_flash_ex.h
stmhal/hal/inc/stm32f4xx_hal_flash_ramfunc.h,stmhal/hal/f4/inc/stm32f4xx_hal_flash_ramfunc.h
stmhal/hal/inc/stm32f4xx_hal_gpio.h,stmhal/hal/f4/inc/stm32f4xx_hal_gpio.h
stmhal/hal/inc/stm32f4xx_hal_gpio_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_gpio_ex.h
stmhal/hal/inc/stm32f4xx_hal_i2c.h,stmhal/hal/f4/inc/stm32f4xx_hal_i2c.h
stmhal/hal/inc/stm32f4xx_hal_i2c_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_i2c_ex.h
stmhal/hal/inc/stm32f4xx_hal_i2s.h,stmhal/hal/f4/inc/stm32f4xx_hal_i2s.h
stmhal/hal/inc/stm32f4xx_hal_i2s_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_i2s_ex.h
stmhal/hal/inc/stm32f4xx_hal_pcd.h,stmhal/hal/f4/inc/stm32f4xx_hal_pcd.h
stmhal/hal/inc/stm32f4xx_hal_pcd_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_pcd_ex.h
stmhal/hal/inc/stm32f4xx_hal_pwr.h,stmhal/hal/f4/inc/stm32f4xx_hal_pwr.h
stmhal/hal/inc/stm32f4xx_hal_pwr_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_pwr_ex.h
stmhal/hal/inc/stm32f4xx_hal_rcc.h,stmhal/hal/f4/inc/stm32f4xx_hal_rcc.h
stmhal/hal/inc/stm32f4xx_hal_rcc_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_rcc_ex.h
stmhal/hal/inc/stm32f4xx_hal_rng.h,stmhal/hal/f4/inc/stm32f4xx_hal_rng.h
stmhal/hal/inc/stm32f4xx_hal_rtc.h,stmhal/hal/f4/inc/stm32f4xx_hal_rtc.h
stmhal/hal/inc/stm32f4xx_hal_rtc_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_rtc_ex.h
stmhal/hal/inc/stm32f4xx_hal_sd.h,stmhal/hal/f4/inc/stm32f4xx_hal_sd.h
stmhal/hal/inc/stm32f4xx_hal_spi.h,stmhal/hal/f4/inc/stm32f4xx_hal_spi.h
stmhal/hal/inc/stm32f4xx_hal_tim.h,stmhal/hal/f4/inc/stm32f4xx_hal_tim.h
stmhal/hal/inc/stm32f4xx_hal_tim_ex.h,stmhal/hal/f4/inc/stm32f4xx_hal_tim_ex.h
stmhal/hal/inc/stm32f4xx_hal_uart.h,stmhal/hal/f4/inc/stm32f4xx_hal_uart.h
stmhal/hal/inc/stm32f4xx_ll_sdmmc.h,stmhal/hal/f4/inc/stm32f4xx_ll_sdmmc.h
stmhal/hal/inc/stm32f4xx_ll_usb.h,stmhal/hal/f4/inc/stm32f4xx_ll_usb.h
stmhal/hal/src/stm32f4xx_hal.c,stmhal/hal/f4/src/stm32f4xx_hal.c
stmhal/hal/src/stm32f4xx_hal_adc.c,stmhal/hal/f4/src/stm32f4xx_hal_adc.c
stmhal/hal/src/stm32f4xx_hal_adc_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_adc_ex.c
stmhal/hal/src/stm32f4xx_hal_can.c,stmhal/hal/f4/src/stm32f4xx_hal_can.c
stmhal/hal/src/stm32f4xx_hal_cortex.c,stmhal/hal/f4/src/stm32f4xx_hal_cortex.c
stmhal/hal/src/stm32f4xx_hal_dac.c,stmhal/hal/f4/src/stm32f4xx_hal_dac.c
stmhal/hal/src/stm32f4xx_hal_dac_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_dac_ex.c
stmhal/hal/src/stm32f4xx_hal_dma.c,stmhal/hal/f4/src/stm32f4xx_hal_dma.c
stmhal/hal/src/stm32f4xx_hal_flash.c,stmhal/hal/f4/src/stm32f4xx_hal_flash.c
stmhal/hal/src/stm32f4xx_hal_flash_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_flash_ex.c
stmhal/hal/src/stm32f4xx_hal_gpio.c,stmhal/hal/f4/src/stm32f4xx_hal_gpio.c
stmhal/hal/src/stm32f4xx_hal_i2c.c,stmhal/hal/f4/src/stm32f4xx_hal_i2c.c
stmhal/hal/src/stm32f4xx_hal_i2s.c,stmhal/hal/f4/src/stm32f4xx_hal_i2s.c
stmhal/hal/src/stm32f4xx_hal_pcd.c,stmhal/hal/f4/src/stm32f4xx_hal_pcd.c
stmhal/hal/src/stm32f4xx_hal_pcd_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_pcd_ex.c
stmhal/hal/src/stm32f4xx_hal_pwr.c,stmhal/hal/f4/src/stm32f4xx_hal_pwr.c
stmhal/hal/src/stm32f4xx_hal_pwr_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_pwr_ex.c
stmhal/hal/src/stm32f4xx_hal_rcc.c,stmhal/hal/f4/src/stm32f4xx_hal_rcc.c
stmhal/hal/src/stm32f4xx_hal_rcc_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_rcc_ex.c
stmhal/hal/src/stm32f4xx_hal_rng.c,stmhal/hal/f4/src/stm32f4xx_hal_rng.c
stmhal/hal/src/stm32f4xx_hal_rtc.c,stmhal/hal/f4/src/stm32f4xx_hal_rtc.c
stmhal/hal/src/stm32f4xx_hal_rtc_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_rtc_ex.c
stmhal/hal/src/stm32f4xx_hal_sd.c,stmhal/hal/f4/src/stm32f4xx_hal_sd.c
stmhal/hal/src/stm32f4xx_hal_spi.c,stmhal/hal/f4/src/stm32f4xx_hal_spi.c
stmhal/hal/src/stm32f4xx_hal_tim.c,stmhal/hal/f4/src/stm32f4xx_hal_tim.c
stmhal/hal/src/stm32f4xx_hal_tim_ex.c,stmhal/hal/f4/src/stm32f4xx_hal_tim_ex.c
stmhal/hal/src/stm32f4xx_hal_uart.c,stmhal/hal/f4/src/stm32f4xx_hal_uart.c
stmhal/hal/src/stm32f4xx_ll_sdmmc.c,stmhal/hal/f4/src/stm32f4xx_ll_sdmmc.c
stmhal/hal/src/stm32f4xx_ll_usb.c,stmhal/hal/f4/src/stm32f4xx_ll_usb.c
stmhal/startup_stm32f40xx.s,stmhal/startup_stm32.S,ports/stm32/startup_stm32.S
stmhal/stm32f4xx_it.c,stmhal/stm32_it.c,ports/stm32/stm32_it.c
stmhal/stm32f4xx_it.h,stmhal/stm32_it.h,ports/stm32/stm32_it.h
stmhal/system_stm32f4xx.c,stmhal/system_stm32.c,ports/stm32/system_stm32.c
tests/byteorder.py,tests/feature_check/byteorder.py
tests/micropython/native_check.py.exp,tests/feature_check/byteorder.py.exp
tests/micropython/native_check.py,tests/feature_check/native_check.py
tests/cmdline/repl_emacs_check.py,tests/feature_check/repl_emacs_check.py
tests/cmdline/repl_emacs_check.py.exp,tests/feature_check/repl_emacs_check.py.exp
cc3200/misc/mpcallback.c,cc3200/misc/mpirq.c,ports/cc3200/misc/mpirq.c
cc3200/misc/mpcallback.h,cc3200/misc/mpirq.h,ports/cc3200/misc/mpirq.h
cc3200/mods/modpyb.c,cc3200/mods/modmachine.c,ports/cc3200/mods/modmachine.c
tests/wipy/rtc_irq.py,tests/wipy/skipped/rtc_irq.py,tests/ports/cc3200/skipped/rtc_irq.py
tests/wipy/rtc_irq.py.exp,tests/wipy/skipped/rtc_irq.py.exp,tests/ports/cc3200/skipped/rtc_irq.py.exp
docs/library/pyb.HeartBeat.rst,docs/library/machine.HeartBeat.rst
docs/library/pyb.SD.rst,docs/library/machine.SD.rst
docs/library/pyb.WDT.rst,docs/library/machine.WDT.rst
stmhal/mphal.c,stmhal/mphalport.c,ports/stm32/mphalport.c
stmhal/mphal.h,stmhal/mphalport.h,ports/stm32/mphalport.h
stmhal/pyexec.c,lib/utils/pyexec.c,shared/runtime/pyexec.c
teensy/import.c,lib/memzip/import.c,shared/memzip/import.c
teensy/lexermemzip.c,lib/memzip/lexermemzip.c,shared/memzip/lexermemzip.c
teensy/memzip.c,lib/memzip/memzip.c,shared/memzip/memzip.c
teensy/memzip.h,lib/memzip/memzip.h,shared/memzip/memzip.h
stmhal/pyexec.h,lib/utils/pyexec.h,shared/runtime/pyexec.h
stmhal/printf.c,lib/utils/printf.c,shared/libc/printf.c
unix/unix_mphal.h,unix/mphalport.h,ports/unix/mphalport.h
stmhal/fsusermount.c,extmod/fsusermount.c
stmhal/fsusermount.h,extmod/fsusermount.h
extmod/modmachine.c,unix/modmachine.c,ports/unix/modmachine.c
stmhal/diskio.c,extmod/vfs_fat_diskio.c
stmhal/file.c,extmod/vfs_fat_file.c
stmhal/file.h,extmod/vfs_fat_file.h,extmod/vfs_fat.h
stmhal/ffconf.c,extmod/vfs_fat_ffconf.c
stmhal/boards/STM32F401NUCLEO/mpconfigboard.h,stmhal/boards/NUCLEO_F401RE/mpconfigboard.h,ports/stm32/boards/NUCLEO_F401RE/mpconfigboard.h
stmhal/boards/STM32F401NUCLEO/mpconfigboard.mk,stmhal/boards/NUCLEO_F401RE/mpconfigboard.mk,ports/stm32/boards/NUCLEO_F401RE/mpconfigboard.mk
stmhal/boards/STM32F401NUCLEO/pins.csv,stmhal/boards/NUCLEO_F401RE/pins.csv,ports/stm32/boards/NUCLEO_F401RE/pins.csv
stmhal/boards/STM32F401NUCLEO/stm32f4xx_hal_conf.h,stmhal/boards/NUCLEO_F401RE/stm32f4xx_hal_conf.h,ports/stm32/boards/NUCLEO_F401RE/stm32f4xx_hal_conf.h
docs/library/struct.rst,docs/library/ustruct.rst,docs/library/struct.rst
esp8266/utils.c,py/runtime_utils.c
docs/library/time.rst,docs/library/utime.rst,docs/library/time.rst
docs/library/os.rst,docs/library/uos.rst,docs/library/os.rst
esp8266/tests/neopixel.py,esp8266/scripts/neopixel.py,esp8266/modules/neopixel.py,ports/esp8266/modules/neopixel.py
esp8266/tests/onewire.py,esp8266/scripts/onewire.py,esp8266/modules/onewire.py,ports/esp8266/modules/onewire.py
docs/library/_collections.rst,docs/library/ucollections.rst,docs/library/collections.rst
docs/library/_io.rst,docs/library/uio.rst,docs/library/io.rst
tests/thread/thread_stress_aes.py,tests/thread/stress_aes.py
tests/thread/thread_stress_heap.py,tests/thread/stress_heap.py
tests/thread/thread_stress_recurse.py,tests/thread/stress_recurse.py
esp8266/scripts/_boot.py,esp8266/modules/_boot.py,ports/esp8266/modules/_boot.py
esp8266/scripts/flashbdev.py,esp8266/modules/flashbdev.py,ports/esp8266/modules/flashbdev.py
esp8266/scripts/webrepl_setup.py,esp8266/modules/webrepl_setup.py,ports/esp8266/modules/webrepl_setup.py,extmod/webrepl/webrepl_setup.py
esp8266/scripts/webrepl.py,esp8266/modules/webrepl.py,ports/esp8266/modules/webrepl.py,extmod/webrepl/webrepl.py
extmod/modussl.c,extmod/modussl_axtls.c,extmod/modssl_axtls.c,extmod/modtls_axtls.c
minimal/uart_extra.c,lib/utils/stdout_helpers.c,shared/runtime/stdout_helpers.c
stmhal/cmsis/inc/arm_common_tables.h,lib/cmsis/inc/arm_common_tables.h
stmhal/cmsis/inc/arm_const_structs.h,lib/cmsis/inc/arm_const_structs.h
stmhal/cmsis/inc/arm_math.h,lib/cmsis/inc/arm_math.h
stmhal/cmsis/inc/core_cm0.h,lib/cmsis/inc/core_cm0.h
stmhal/cmsis/inc/core_cm0plus.h,lib/cmsis/inc/core_cm0plus.h
stmhal/cmsis/inc/core_cm3.h,lib/cmsis/inc/core_cm3.h
stmhal/cmsis/inc/core_cm4.h,lib/cmsis/inc/core_cm4.h
stmhal/cmsis/inc/core_cm4_simd.h,lib/cmsis/inc/core_cm4_simd.h
stmhal/cmsis/inc/core_cm7.h,lib/cmsis/inc/core_cm7.h
stmhal/cmsis/inc/core_cmFunc.h,lib/cmsis/inc/core_cmFunc.h
stmhal/cmsis/inc/core_cmInstr.h,lib/cmsis/inc/core_cmInstr.h
stmhal/cmsis/inc/core_cmSimd.h,lib/cmsis/inc/core_cmSimd.h
stmhal/cmsis/inc/core_sc000.h,lib/cmsis/inc/core_sc000.h
stmhal/cmsis/inc/core_sc300.h,lib/cmsis/inc/core_sc300.h
stmhal/cmsis/devinc/stm32f401xc.h,stmhal/cmsis/stm32f401xc.h
stmhal/cmsis/devinc/stm32f401xe.h,stmhal/cmsis/stm32f401xe.h
stmhal/cmsis/devinc/stm32f405xx.h,stmhal/cmsis/stm32f405xx.h
stmhal/cmsis/devinc/stm32f407xx.h,stmhal/cmsis/stm32f407xx.h
stmhal/cmsis/devinc/stm32f411xe.h,stmhal/cmsis/stm32f411xe.h
stmhal/cmsis/devinc/stm32f415xx.h,stmhal/cmsis/stm32f415xx.h
stmhal/cmsis/devinc/stm32f417xx.h,stmhal/cmsis/stm32f417xx.h
stmhal/cmsis/devinc/stm32f427xx.h,stmhal/cmsis/stm32f427xx.h
stmhal/cmsis/devinc/stm32f429xx.h,stmhal/cmsis/stm32f429xx.h
stmhal/cmsis/devinc/stm32f437xx.h,stmhal/cmsis/stm32f437xx.h
stmhal/cmsis/devinc/stm32f439xx.h,stmhal/cmsis/stm32f439xx.h
stmhal/cmsis/devinc/stm32f4xx.h,stmhal/cmsis/stm32f4xx.h
stmhal/cmsis/devinc/stm32f745xx.h,stmhal/cmsis/stm32f745xx.h
stmhal/cmsis/devinc/stm32f746xx.h,stmhal/cmsis/stm32f746xx.h
stmhal/cmsis/devinc/stm32f756xx.h,stmhal/cmsis/stm32f756xx.h
stmhal/cmsis/devinc/stm32f7xx.h,stmhal/cmsis/stm32f7xx.h
stmhal/cmsis/devinc/stm32l476xx.h,stmhal/cmsis/stm32l476xx.h
stmhal/cmsis/devinc/stm32l4xx.h,stmhal/cmsis/stm32l4xx.h
stmhal/cmsis/devinc/system_stm32f4xx.h,stmhal/cmsis/system_stm32f4xx.h
stmhal/cmsis/devinc/system_stm32f7xx.h,stmhal/cmsis/system_stm32f7xx.h
stmhal/cmsis/devinc/system_stm32l4xx.h,stmhal/cmsis/system_stm32l4xx.h
stmhal/boards/stm32f401.ld,stmhal/boards/stm32f401xe.ld,ports/stm32/boards/stm32f401xe.ld
extmod/moduos_dupterm.c,extmod/uos_dupterm.c,extmod/os_dupterm.c
tests/extmod/sha256.py,tests/extmod/uhashlib_sha256.py,tests/extmod/hashlib_sha256.py
esp8266/modpybadc.c,esp8266/machine_adc.c,ports/esp8266/machine_adc.c
esp8266/modpybhspi.c,esp8266/machine_hspi.c,ports/esp8266/machine_hspi.c,ports/esp8266/machine_spi.c
esp8266/modpybpin.c,esp8266/machine_pin.c,ports/esp8266/machine_pin.c
esp8266/modpybpwm.c,esp8266/machine_pwm.c,ports/esp8266/machine_pwm.c
esp8266/modpybrtc.c,esp8266/machine_rtc.c,ports/esp8266/machine_rtc.c
esp8266/modpybspi.c,esp8266/machine_spi.c
esp8266/modpybuart.c,esp8266/machine_uart.c,ports/esp8266/machine_uart.c
esp8266/modmachinewdt.c,esp8266/machine_wdt.c,ports/esp8266/machine_wdt.c
esp8266/modpyb.h,esp8266/modmachine.h,ports/esp8266/modmachine.h
esp8266/scripts/websocket_helper.py,esp8266/modules/websocket_helper.py,ports/esp8266/modules/websocket_helper.py,extmod/webrepl/websocket_helper.py
zephyr/prj.conf,zephyr/prj_base.conf,ports/zephyr/prj_base.conf,ports/zephyr/prj.conf
examples/embedding/README,examples/embedding/README.md
tests/basics/array_q.py,tests/basics/array_intbig.py
tests/basics/bytearray_longint.py,tests/basics/bytearray_intbig.py
tests/basics/int_bytes_long.py,tests/basics/int_bytes_intbig.py
tests/basics/slice_bignum.py,tests/basics/slice_intbig.py
tests/float/float2int_doubleprec.py,tests/float/float2int_doubleprec_intbig.py
tests/float/float2int_fp30.py,tests/float/float2int_fp30_intbig.py
tests/float/float2int.py,tests/float/float2int_intbig.py
tests/micropython/native_const.py,tests/micropython/native_const_intbig.py
tests/micropython/native_const.py.exp,tests/micropython/native_const_intbig.py.exp
tests/extmod/websocket.py,tests/extmod/websocket_basic.py
tests/extmod/websocket.py.exp,tests/extmod/websocket_basic.py.exp
tests/extmod/vfs_fat_fileio.py,tests/extmod/vfs_fat_fileio2.py
windows/README,windows/README.md,ports/windows/README.md
esp8266/scripts/apa102.py,esp8266/modules/apa102.py,ports/esp8266/modules/apa102.py
esp8266/scripts/dht.py,esp8266/modules/dht.py,ports/esp8266/modules/dht.py
esp8266/scripts/ntptime.py,esp8266/modules/ntptime.py,ports/esp8266/modules/ntptime.py,extmod/ntptime.py
esp8266/scripts/inisetup.py,esp8266/modules/inisetup.py,ports/esp8266/modules/inisetup.py
esp8266/scripts/port_diag.py,esp8266/modules/port_diag.py,ports/esp8266/modules/port_diag.py
unix/scripts/upip.py,unix/modules/upip.py,ports/unix/modules/upip.py
unix/scripts/upip_utarfile.py,unix/modules/upip_utarfile.py,ports/unix/modules/upip_utarfile.py
stmhal/pybstdio.c,lib/utils/sys_stdio_mphal.c,shared/runtime/sys_stdio_mphal.c
docs/library/select.rst,docs/library/uselect.rst,docs/library/select.rst
esp8266/modonewire.c,extmod/modonewire.c
tests/net_inet/accept_nonblock.py,tests/net_hosted/accept_nonblock.py
